name	category	relevance	country_iso	x	y
Killian	Building	121	US	-0.6851379246152968	0.4465284783750905
Little Sisters of the Poor	Church	57	US	-0.778397091612254	0.3459443272757992
Lowell House	Building	66	US	-0.7649471040338549	0.36033640873120787
Massachusetts Museum of Contemporary Art	Museum	68	US	-0.7905278916516699	0.3884397982043264
Massachusetts State House	Building	134	US	-0.6661479846751444	0.46660265164482057
Matthews Arena	Building	136	US	-0.6629067389856054	0.4701052008186063
Naismith Memorial Basketball Hall of Fame	Building	53	US	-0.7880893187489636	0.36059457468412087
New England Aquarium	Building	209	US	-0.5580006783385049	0.5843042368813515
Octagon	Building	336	US	-0.388616042751331	0.8034076214988194
Old South Church	Church	62	US	-0.7696965873241022	0.3536123500830307
Old South Meeting House	Building	66	US	-0.7639812048424837	0.35961103548656137
Orchard House	Building	81	US	-0.7480761183585425	0.3863875081986534
Paul Revere House	Building	83	US	-0.7396748607513751	0.38624657867211065
Savoy Theatre	Building	104	US	-0.7092135732183351	0.4194365408998433
Sheffield Town Hall	Building	125	US	-0.6917302518615424	0.4838463277969777
Symphony Hall	Building	195	US	-0.5837652488142313	0.5838914688969946
Wilbur Theatre	Building	100	US	-0.714863196410691	0.4131830285379252
Cape Neddick Light	Building	69	US	-0.7811906243825194	0.35442379338131086
Criterion Theatre	Building	53	US	-0.8218795283767991	0.29208810830287046
Lions Club	Building	272	US	-0.5021798607507711	0.6579272966683437
Mariners Church	Church	62	US	-0.803810631291671	0.3368031930634831
Orthodox Presbyterian Church	Church	61	US	-0.8359657257935807	0.3229097025839015
Marquette Branch Prison	Building	138	US	-0.9384325866170282	0.6695356960347824
Church of Saint Peter	Church	53	US	-1.0503699041833972	0.633173505220267
Houston Police Department	Building	92	US	-0.954629122892503	0.6652240104714551
Miller Hill Mall	Building	62	US	-1.099878992533651	0.6118536741618955
Monastery	Building	546	US	-0.38267722264377374	1.4072022504713193
Spam Museum	Museum	60	US	-1.0105244658338686	0.6339025232330067
Vasa Museum	Museum	174	US	-0.8703973422207799	0.8059788296857697
Carmel	Church	77	US	-0.8736674888045451	0.6609795944946122
Sydney Town Hall	Building	74	US	-1.140339054964839	0.7175113697511591
Conrad Hall	Building	242	US	-0.7085208916101446	1.0147045313163983
Esther Hall	Building	99	US	-0.9032303737775609	0.7623492084345929
Evangelical Free Church of America	Church	124	US	-0.878645312179981	0.8100844223078311
Evangelical Lutheran Church in America	Church	568	US	-0.22835730142219557	1.485362563897943
Greenhouse	Building	797	US	0.09967462904152181	1.8431554223122226
Nebraska State Capitol	Building	73	US	-0.9338573810916305	0.7167908025754502
Tibetan Buddhism	Church	678	US	-0.06196119837590028	1.6677278324622429
Bradley Center	Building	204	US	-0.6191597258906614	0.5866852515170807
Thompson Arena	Building	84	US	-0.7917750969464991	0.3979332744800315
Trafalgar Square	Building	205	US	-0.5816190962391372	0.5822243762780539
Webster Hall	Building	187	US	-0.643576097748606	0.5599391347584668
East Jersey State Prison	Building	88	US	-0.7047995738297858	0.44477983754576583
Lake House	Building	199	US	-0.5287490809917821	0.6210340398052868
New Jersey State Prison	Building	112	US	-0.6623870877569875	0.4907396616041754
Alice Tully Hall	Building	129	US	-0.6490073850227769	0.5046279703052261
American Museum of Natural History	Museum	84	US	-0.7139710453011496	0.4337205421250672
Attica Correctional Facility	Building	503	US	-0.21477102290457878	1.139911422988033
Bedford Hills Correctional Facility	Building	184	US	-0.581898769449492	0.5849828302762253
Castle Clinton	Building	181	US	-0.5721868973366024	0.5871746096924748
Cathedral of Saint John the Divine	Church	474	US	-0.15289207659026155	1.0467102514613429
Chrysler Building	Building	89	US	-0.7058575144205524	0.4417405495073794
Assyrian Church of the East	Church	426	US	-0.22555175479557735	0.9698787783217918
Clinton Correctional Facility	Building	251	US	-0.5966302772789039	0.6748207850599741
Dutch Reformed Church	Church	292	US	-0.48287346896893696	0.7600530671379548
Elmira Correctional Facility	Building	79	US	-0.7891576580845525	0.4574953755381639
Empire State Building	Building	133	US	-0.6424832297952559	0.5110806498442662
Federal Reserve Bank of New York	Building	267	US	-0.4484041729980917	0.7222771536377454
Fishkill Correctional Facility	Building	139	US	-0.6581657131150271	0.5164573208951784
Fraunces Tavern	Building	230	US	-0.5015653103447886	0.6641512313579611
Frick Collection	Museum	238	US	-0.49180730954095164	0.675838394467147
Grand Central Terminal	Building	90	US	-0.7044634240394375	0.44333114420428027
Great Meadow Correctional Facility	Building	69	US	-0.815900290490004	0.3906521079098345
Green Haven Correctional Facility	Building	154	US	-0.6363522272269972	0.5367197113026402
Hudson Institute	Building	87	US	-0.7220431005960959	0.43503915265451365
India House	Building	135	US	-0.6384087272706837	0.5147411167122276
Lincoln Center for the Performing Arts	Building	1218	US	0.9194255756605223	2.217057587299299
Metropolitan Museum of Art	Museum	134	US	-0.6418181903356415	0.5122062892300238
New York Mercantile Exchange	Building	116	US	-0.6661407523197814	0.48492022385802674
New York Stock Exchange	Building	50	US	-0.7609148996217348	0.38109457070189684
Novitiate	Church	438	US	-0.3098345336805414	1.043281386755688
Rockefeller Center	Building	67	US	-0.7378042756153067	0.40715972219592317
Sing Sing Correctional Facility	Building	136	US	-0.6499096283428426	0.5123758586186707
Statue of Liberty	Monument	70	US	-0.7318512639583585	0.4130644642731421
United Nations Headquarters	Building	118	US	-0.6639522184216996	0.48725133979236496
Vanderbilt Museum	Museum	78	US	-0.7211959704090387	0.4157040348347871
Vivian Beaumont Theater	Building	99	US	-0.692232091209239	0.45748019997625533
Whitney Museum of American Art	Museum	262	US	-0.4572712626078378	0.7135205239275616
Woolworth Building	Building	552	US	-0.03805635629035586	1.170404298789826
Altenheim	Building	65	US	-0.8281957559340533	0.5053709666553035
Cleveland Museum of Art	Museum	99	US	-0.7838279158099903	0.5549463589887259
Cleveland Museum of Natural History	Museum	66	US	-0.8314503919629805	0.5030660170392828
Courthouse Square	Building	355	US	-0.4156820922113302	0.9586757165419624
Dana Hall	Building	61	US	-0.8171336492053571	0.48428906945706324
Quicken Loans Arena	Building	310	US	-0.48022310149514175	0.8878174165689511
Heston	Building	66	US	-0.7996189951938663	0.4940474225578405
Ohio State Reformatory	Building	247	US	-0.5555964424293187	0.8027717568148104
Prentice Hall	Building	82	US	-0.7945064557845298	0.5263094914222658
Rock and Roll Hall of Fame	Building	206	US	-0.6304329264033898	0.724293550725338
Daniel Boone Homestead	Building	55	US	-0.7566811957987643	0.414456219331382
Holmesburg Prison	Building	165	US	-0.5829842721246392	0.5783452930513234
Metal Church	Church	491	US	-0.1385639836034635	1.1287454581179606
Morea	Building	124	US	-0.6762662267618054	0.5256264294265264
Pennsylvania State Police	Building	114	US	-0.7036303775290522	0.5454472433470084
First Baptist Church in America	Church	82	US	-0.7272055468059858	0.391828780926393
Hope College	Building	129	US	-0.6594655487740194	0.4656765976434471
International Tennis Hall of Fame	Building	120	US	-0.6605710154631163	0.45184134956095623
Marble House	Building	309	US	-0.38774531676954427	0.7491083519198648
Rhode Island State House	Building	80	US	-0.7302598398404765	0.38876062511940607
The Breakers	Building	782	US	0.29330634616302464	1.492746756382823
Corn Palace	Building	151	US	-0.9258526213569442	0.8435794164209446
Hildene	Building	80	US	-0.7871200888457003	0.40479670066721996
Manchester Town Hall	Building	133	US	-0.7120856338752182	0.4873156451302898
Chase Center	Building	90	US	-0.9271135719311131	0.6130049779802123
Native American Church	Church	246	US	-0.7143801905346862	0.8849144569933497
Old Apostolic Church	Church	67	US	-1.06761992836315	0.603120603280538
Taliesin	Building	162	US	-0.8206402198000414	0.7583382140435792
Wisconsin State Capitol	Building	82	US	-0.9276100776968491	0.6237745016629617
Branford College	Building	52	US	-0.7675605462173243	0.36715811812312377
El Tovar Hotel	Building	114	US	-0.8616684143591091	1.007259610723247
Mystery Castle	Building	91	US	-0.8082520948278915	0.9825468688137514
Alcatraz	Building	150	US	-0.958077073808618	1.1917196794962095
American Film Institute	Building	94	US	-0.8836059699887742	1.0664103940934937
Ames Research Center	Building	209	US	-0.8567934889678801	1.2816409997467306
Anaheim Convention Center	Building	80	US	-0.890561307307788	1.040662268565946
Angelus Temple	Church	62	US	-0.9282756668404977	1.0155874832258343
Bohemian Club	Building	102	US	-1.0258694593794018	1.1162705008667175
Bradbury Building	Building	340	US	-0.5269496445910299	1.4526753612715366
California Institution for Men	Building	135	US	-0.8148494736139053	1.1229828605250831
California Institution for Women	Building	129	US	-0.8221662648933199	1.113268102956811
California State Capitol	Building	118	US	-1.01973673947811	1.125675515136336
San Quentin State Prison	Building	1701	US	1.2715769653010822	3.6309412650129946
California State Railroad Museum	Museum	78	US	-1.0776722960959628	1.0628667313016749
Castle Air Museum	Museum	75	US	-1.034959858514648	1.0515168372658499
Chinmaya Mission	Church	84	US	-1.032613199919707	1.083464110938879
Church of Scientology	Church	2312	US	2.140238048873249	4.57344040869343
Church of the Highlands	Church	86	US	-1.0755835212231968	1.0896986498324401
Columbia Center	Building	204	US	-0.8556241315059709	1.2574531148062615
Cow Palace	Building	254	US	-0.8044527819388971	1.355758388023758
Crocker Art Museum	Museum	88	US	-1.0630461643539935	1.078647872557339
Diablo Canyon Power Plant	Building	128	US	-0.8925126330375946	1.1484384747989766
Dorothy Chandler Pavilion	Building	89	US	-0.8886459149792308	1.0579777857040764
Federal Reserve Bank of San Francisco	Building	64	US	-1.080616235878813	1.0562849939304682
Folsom State Prison	Building	521	US	-0.4400876945889862	1.7544445988945683
Fox Plaza	Building	63	US	-1.0817960613667768	1.055044485653319
Gregory House	Building	64	US	-1.063654556972841	1.0096163123916935
Greystone Mansion	Building	386	US	-0.46338857103181397	1.52684879067073
Hearst Castle	Building	1431	US	0.9662371303074758	3.1992990592886428
Japanese American National Museum	Museum	61	US	-0.9286606401228408	1.0138466722330157
Jonathan Club	Building	64	US	-0.9245773703230232	1.018814470286705
Los Angeles City Hall	Building	172	US	-0.7689627135621612	1.1884232997718953
Los Angeles Convention Center	Building	69	US	-0.9172218516149988	1.0268644073575472
Los Angeles County Museum of Art	Museum	239	US	-0.6738350088354828	1.2952689100509758
Lotus Temple	Church	1389	US	0.984082494038583	3.1031322268392616
Marin County Civic Center	Building	75	US	-1.0724666547108304	1.0744120362320473
Mission San Carlos Borromeo de Carmelo	Church	104	US	-0.9789626543745938	1.1186505540453908
Mission San Francisco de Asís	Church	126	US	-0.9906829308749853	1.1543250658725044
Mission San Juan Bautista	Church	108	US	-0.9794159241146901	1.1184598663450631
Mission San Luis Obispo de Tolosa	Church	50	US	-1.005366230594088	1.0229464724649917
Mission San Luis Rey de Francia	Church	76	US	-0.8728676830780802	1.0290451774012637
Mission Santa Barbara	Church	139	US	-0.8418841732668169	1.1542130256710394
Mission Santa Cruz	Church	52	US	-1.0686973122900303	1.036331697119081
Monterey Bay Aquarium	Building	200	US	-0.8429482062599293	1.2690141870052458
Moss Landing Power Plant	Building	55	US	-1.0566878694439417	1.0385608544002929
Museum of Tolerance	Museum	88	US	-0.8913612092502586	1.0584346859678881
National Bureau of Economic Research	Building	126	US	-0.977549380369792	1.152653291117832
Natural History Museum of Los Angeles County	Museum	107	US	-0.8618225520310332	1.0869899459632448
Our Lady of Mount Carmel	Church	224	US	-0.7929359450722897	1.2784989754467144
Palace of Fine Arts	Building	448	US	-0.5283545439427634	1.660774228272838
Pasadena City Hall	Building	85	US	-0.896370698915331	1.0498713639547017
Pasadena Playhouse	Building	112	US	-0.8573502998405163	1.0922582415800597
Pauley Pavilion	Building	121	US	-0.8447595369510031	1.110848820319367
Petersen Automotive Museum	Museum	160	US	-0.7875808730151977	1.1710776171945327
Prince Hall	Building	125	US	-0.8278203964628231	1.1015821568322766
San Francisco City Hall	Building	89	US	-1.044377116446361	1.095968693015424
Shrine Auditorium	Building	146	US	-0.8057861458515733	1.1481822084519615
Sisters of Mercy	Church	196	US	-0.8837223438578765	1.2646528897258116
Salinas Valley State Prison	Building	81	US	-1.0052834231180399	1.0755773828261816
Transamerica Pyramid	Building	388	US	-0.614097884905946	1.5658508539731744
Walt Disney Concert Hall	Building	522	US	-0.2649954093900694	1.7388658868662252
War Memorial Opera House	Building	96	US	-1.0342925317953646	1.1070005161541645
Wayfarers Chapel	Church	87	US	-0.8827105555620297	1.057967919311795
Winchester Mystery House	Building	78	US	-1.041377470200748	1.0746124607081113
Milton Hall	Building	72	US	-0.7550837269797082	0.887609451815451
Monastery of Saint Anthony	Church	67	US	-0.7736551266519144	0.8662259004462755
Presbyterian	Church	468	US	-0.30440108601849875	1.495594465630287
San Miguel Mission	Church	116	US	-0.7915746212486946	0.930141111174783
Las Vegas Convention Center	Building	83	US	-0.9355943386527027	0.9980122776121585
Nevada State Prison	Building	91	US	-0.9141866970522353	1.014397702681068
Plaza Hotel	Building	122	US	-0.6628917619242267	0.9649590268235094
Sawmill	Building	285	US	-0.672749363737765	1.257083672805716
Arizona Game and Fish Department	Building	64	US	-0.9009558010688564	0.9264904985188956
Arizona State Capitol	Building	86	US	-0.8186151444353554	0.9747183308306386
Arizona-Sonora Desert Museum	Museum	68	US	-0.7979229338472099	0.9396734556488193
Carson Mansion	Building	233	US	-0.9488253933716071	1.3314770052893312
Federal Bureau of Investigation	Building	53	US	-1.014191897674008	0.8024663683297698
Churchill	Church	120	US	-1.0695871879314338	1.0113991762454957
Dormitory	Building	252	US	-0.9834345078977282	1.1839549767661535
Holy Family	Church	393	US	-0.7877150438742638	1.4103767135750092
Jehovah's Witness	Church	260	US	-0.936910816633254	1.0883512517049632
Lodge	Building	71	US	-1.2838585691826556	0.914372969952649
Richland County Sheriff's Department	Building	53	US	-1.2493875147695832	0.7523259210227691
Oregon Museum of Science and Industry	Museum	54	US	-1.3429145594302654	1.0086001063398333
Oregon State Capitol	Building	132	US	-1.2157195888344616	1.1386919427054956
Utah State Capitol	Building	68	US	-1.075872306528431	0.9098968496380224
Our Lady of Guadalupe	Church	1552	US	1.061293870096697	3.2437380060876713
Temple Square	Church	129	US	-0.9878381859917476	1.0059050784558086
Utah State Prison	Building	56	US	-1.08415510495772	0.8925358536420819
Olympic Club	Building	71	US	-1.3594989283887715	1.0335650027793548
Our Lady of Sorrows	Church	409	US	-0.873581296109431	1.4824331303060385
Smith Tower	Building	96	US	-1.3460628668625871	1.0605831785655877
Space Needle	Building	76	US	-1.3756163425992711	1.0292814174083746
Washington State Penitentiary	Building	137	US	-1.203023666627295	1.07954212929678
Old Faithful Inn	Building	80	US	-1.1663139455251343	0.8978447752451946
Washington Place	Building	62	US	-0.8761591036072143	1.597962896455965
Byodo-In Temple	Church	107	US	-0.815014954070345	1.6678458261994915
Googleplex	Building	810	US	0.0083839305132466	2.226932895908581
Church of Christ, Scientist	Church	315	US	-0.07057873172484534	0.953844911476453
Brotherhood of the Cross and Star	Church	218	US	-0.6827305953875237	0.8198376905760113
Ancient Church of the East	Church	123	US	-0.8490441099480371	1.112894917823668
Catholic Apostolic Church	Church	56	US	-0.754014845118363	0.38992432548799894
Times Square Church	Church	114	US	-0.6702640236207272	0.48112161399345454
Hindu Temple Society of North America	Church	69	US	-0.7332657187770194	0.4081877267849096
Cold Spring Harbor Laboratory	Building	211	US	-0.528986981572862	0.6263569310285687
Lambda Chi Alpha	Building	235	US	-0.5279958510208973	0.7088138708464344
Phi Gamma Delta	Building	176	US	-0.6131556546612714	0.616012364097114
Phi Kappa Psi	Building	189	US	-0.5942862228734167	0.6364672817266812
Sigma Alpha Epsilon	Building	235	US	-0.5282340153406478	0.7088075595910512
Sigma Chi	Building	325	US	-0.3983661396329267	0.8503517888765089
Sigma Phi Epsilon	Building	179	US	-0.6086265347871225	0.620780061353061
Tau Kappa Epsilon	Building	146	US	-0.6561202968919007	0.5688819138067395
Delta Upsilon	Building	80	US	-0.7512558420570615	0.4650885810311315
Grey Towers Castle	Building	55	US	-0.7444129846711681	0.40705146937505615
West Wing	Building	361	US	-0.32632402839440316	0.9106328804037874
Phi Delta Theta	Building	245	US	-0.41731821810129477	0.7471594602334861
Marion Hall	Building	74	US	-0.6718228583209537	0.514484142551191
Comcast Center	Building	91	US	-0.6736047990772591	0.49219098577611914
Auburn Correctional Facility	Building	375	US	-0.3866367905977864	0.9157693554011643
Ralph Engelstad Arena	Building	91	US	-1.1360689556898225	0.7046937896940774
Hampton Coliseum	Building	63	US	-0.6465430097603214	0.4497873033593533
Denver Museum of Nature and Science	Museum	326	US	-0.6094360486664905	1.2284971010069092
Wings Over the Rockies Air and Space Museum	Museum	61	US	-0.9898294435280185	0.811294692937479
National Cryptologic Museum	Museum	71	US	-0.7047199360290466	0.4579880816867934
Maryland State Police	Building	83	US	-0.6857253259142364	0.46758084865684707
Baltimore Police Department	Building	198	US	-0.5270752190263134	0.6547151965617968
Baltimore City Fire Department	Building	51	US	-0.7479080247817611	0.42807827314772157
Apollo Theatre	Building	151	US	-0.6181874298148744	0.5386268965325202
Dance Theatre of Harlem	Building	51	US	-0.7627555914689927	0.3812102259585074
Museum of the City of New York	Museum	99	US	-0.6925405572217276	0.4569656519956382
Gracie Mansion	Building	408	US	-0.246904757212858	0.9428113288339386
The Beresford	Building	84	US	-0.7140048180227901	0.4336893788187021
Knickerbocker Club	Building	66	US	-0.7393963543764641	0.40545845135773456
Colony Club	Building	69	US	-0.7350243634192254	0.4101428711112618
Alvin Ailey American Dance Theater	Building	74	US	-0.7282103528829026	0.4182192363023362
La Rochelle	Building	61	US	-0.7470691403376393	0.39760443599624234
The Hartford	Building	147	US	-0.6232018871827376	0.5328402826687373
Trump Tower	Building	55	US	-0.7551578305732788	0.38821344418370973
Trump World Tower	Building	259	US	-0.4609642453651542	0.708956597895856
New York City Center	Building	63	US	-0.7437159119564821	0.40085405840584243
Steinway Hall	Building	50	US	-0.7624380485616392	0.38039621857169054
Helmsley Building	Building	107	US	-0.6800287059130856	0.47004754472711346
Lever House	Building	57	US	-0.7521700574834898	0.3913577639887447
The Galleria	Building	233	US	-0.4987196674475514	0.6680562693887067
Pennsylvania Station	Building	74	US	-0.7276359648256702	0.41843142809825234
The Factory	Building	417	US	-0.23337579669236888	0.9576461262743869
Manhattan Plaza	Building	131	US	-0.6457722608847594	0.5079995656374723
Actors Studio	Building	131	US	-0.6458026620907407	0.507987181124011
New Amsterdam Theatre	Building	137	US	-0.6369738986892949	0.517360308312198
One Times Square	Building	84	US	-0.7133032283983778	0.4340006941878216
Phipps Plaza	Building	71	US	-0.7314442282830467	0.413530146364697
Holland House	Building	66	US	-0.73890151313182	0.4057598735565052
Chelsea Market	Building	260	US	-0.45953217620214304	0.7110722351260395
Twin Peaks	Building	69	US	-0.7343294338075523	0.41077969839064565
Stonewall Inn	Building	66	US	-0.7386582111362515	0.40601690247042593
River's Edge	Building	259	US	-0.46079770015859256	0.7095854616722365
Detroit Opera House	Building	85	US	-0.843167031650738	0.5481204114976506
New South	Building	99	US	-0.6604351370131148	0.5069405202343004
Grayson Hall	Building	99	US	-0.6601567948988631	0.5103317961943618
Rebecca Hall	Building	52	US	-0.7282731297808603	0.4605188999690067
CNN Center	Building	212	US	-0.3993314613093953	0.8051290088767533
Cameron Indoor Stadium	Building	179	US	-0.469357214910958	0.6708190034296
New York Aquarium	Building	109	US	-0.6714023900007442	0.4740080191188826
Georgia Aquarium	Building	525	US	0.0513295452752246	1.2972909654801559
Brooklyn Academy of Music	Building	58	US	-0.7484541733718298	0.3933242034348289
Gagosian Gallery	Building	79	US	-0.7196512455460511	0.42645543628914945
Lower East Side Tenement Museum	Museum	116	US	-0.666039240384908	0.4845458752685406
Dorchester	Building	51	US	-0.7221754603440604	0.4181493178361565
Puck Building	Building	84	US	-0.7123710275576906	0.43427266190116887
Ely State Prison	Building	54	US	-1.0790218935263025	0.9346254370571379
New York Hall of Science	Building	76	US	-0.72332893615772	0.41968199091921243
American Airlines Arena	Building	266	US	-0.030118571786692208	0.8711479088611686
Miami Beach Convention Center	Building	99	US	-0.27060171508641384	0.6077756337200354
National Hurricane Center	Building	51	US	-0.34061617874243455	0.5357992849338521
Bauhaus	Building	68	US	-0.7299101271211966	0.3983172098080812
Ted Constant Convocation Center	Building	53	US	-0.6554424380380359	0.4337020653143678
Dollhouse	Building	71	US	-0.7305259104862823	0.4080823484692438
Barry Hall	Building	111	US	-0.6741615025887584	0.4732235536517942
Alpha House	Building	271	US	-0.4464501822423172	0.7262235658392086
Mechanical Engineering	Building	161	US	-0.5561876819586755	0.6274522399299143
Stork Club	Building	224	US	-0.5116986534809536	0.6539864019816879
Rosewood	Building	802	US	0.4032855494174825	1.6370924286265178
Theodore Roosevelt Birthplace National Historic Site	Historical Site	56	US	-0.7530870719230396	0.39008866576857326
Covenant	Church	129	US	-0.3705628676384815	0.6666786701369937
Ground Zero	Building	111	US	-0.6732243847112581	0.47700806297047904
Bishop	Building	140	US	-0.5001872219975178	0.6774938982914308
Printing	Building	685	US	0.2851875272753641	1.5344955688388187
KFC	Building	82	US	-0.6913297205065777	0.4732358500111438
Titan Missile Museum	Museum	119	US	-0.7121146233769113	1.0192057122790157
Washington State Capitol	Building	96	US	-1.3331771471061755	1.0707709260682847
Corning Museum of Glass	Museum	94	US	-0.7706249916839907	0.4838777241529534
USS Missouri	Museum	58	US	-0.8843536733972059	1.592684951009436
Florida Aquarium	Building	51	US	-0.4287919832073868	0.5529615341282912
Home Depot	Building	123	US	-0.788594133928946	1.6940424308882727
Getty Villa	Building	466	US	-0.3481644006962264	1.6550174759484229
Hollywood Sign	Monument	73	US	-0.9148117082347489	1.0334204255007875
Korean Bell of Friendship	Monument	84	US	-0.8852215390460276	1.052307357244515
Aquarium of the Pacific	Museum	84	US	-0.886045084454134	1.050751019857461
Occidental College	Building	972	US	0.3811779503787596	2.445625188698149
Paley Center for Media	Building	100	US	-0.8746513470853015	1.0772433717764118
RMS Queen Mary	Museum	82	US	-0.8885452221226933	1.0475891680519893
Cathedral of Our Lady of the Angels	Church	92	US	-0.8843343293826887	1.0626363325827213
Biltmore Estate	Historical Site	5299	US	6.883901672092936	8.773568485186631
Field Museum of Natural History	Museum	291	US	-0.5723537316209478	0.9346127413872181
John Hancock Center	Building	159	US	-0.7635561533922833	0.7269827235577337
Trump International Hotel and Tower	Building	50	US	-0.9202538953888031	0.5556751670230802
The Dakota	Building	1390	US	1.1994465431943044	2.536653122136933
Louis Brown Athletic Center	Building	52	US	-0.7561053316034813	0.39076282483751085
Living Faith Church Worldwide	Church	284	US	-0.4218048868768684	0.7454983189836366
Wende Correctional Facility	Building	705	US	0.07112715336433514	1.4607304059928248
Hinkle Fieldhouse	Building	69	US	-0.8147681728541811	0.5756813325882065
Indianapolis Museum of Art	Museum	83	US	-0.7942005119493518	0.5980163415654626
Cassell Coliseum	Building	82	US	-0.6612528125134581	0.5321882030688343
Norfolk House	Building	94	US	-0.6396299188323188	0.5335603808158492
Museum of Pop Culture	Museum	239	US	-1.1408739225257107	1.2855708766403207
Denver Art Museum	Museum	149	US	-0.8644515263979494	0.9508411372352352
Mayan Theater	Building	51	US	-1.0049718815183022	0.7967948041667168
Old West	Building	94	US	-0.709974707447078	0.4947041406854962
Information Technology	Building	69	US	-0.722321455921185	0.42971592529947844
Theta Chi	Building	89	US	-0.7332603814115546	0.47990473927760413
Ernest Hemingway House	Building	268	US	-0.5279649897881825	0.7798182169337488
Refectory	Building	96	US	-0.6957595189722899	0.5002155180454576
Rich Hall	Building	347	US	-0.37703819760305585	0.8851522289962519
Prescott Fire Department	Building	1085	US	0.7762566341386541	2.296513661079443
United States Customs Service	Building	138	US	-0.6068427350387573	0.7877108542727546
United States Secret Service	Building	60	US	-0.7201770898412903	0.665719160271161
Drug Enforcement Administration	Building	137	US	-0.610377317950288	0.7884164333261687
Nationwide Arena	Building	176	US	-0.6364154777760029	0.7015872847778473
SAP Center	Building	261	US	-0.7778238196974389	1.3616523299693044
Honda Center	Building	287	US	-0.5922273709278744	1.3655433003307578
United States Hockey Hall of Fame	Building	85	US	-1.0913082837877333	0.6498180860682669
Grant Hall	Building	88	US	-0.7274370200598688	0.4369793909293717
North Carolina State Highway Patrol	Building	59	US	-0.6304711564475022	0.4413777637835522
Oakland Police Department	Building	58	US	-0.4309039820052732	0.5503324149327105
Camping World Stadium	Building	53	US	-0.4354167583541281	0.5393181421229022
New Orleans Police Department	Building	141	US	-0.43168973979884895	0.786320085700384
Broward County Sheriff's Office	Building	84	US	-0.3086114684757016	0.5813020006340607
New Orleans Regional Transit Authority	Building	62	US	-0.5456553210071104	0.6620104714624437
South Carolina Highway Patrol	Building	82	US	-0.5295745953933134	0.5449701056030147
San Diego Police Department	Building	68	US	-0.5396710396720409	0.7893744826560015
Superior Dome	Building	56	US	-1.0581622247924034	0.5405101546619359
The Palace of Auburn Hills	Building	290	US	-0.561203842939646	0.8713950991655189
Pontiac Silverdome	Building	593	US	-0.12319343539158192	1.3482257554943633
Detroit Police Department	Building	141	US	-0.7624421928391766	0.6361038317926541
Dallas Police Department	Building	91	US	-0.5828710226941656	0.6199969035351334
Duluth Police Department	Building	54	US	-0.6322781500912362	0.5523177018067364
Hatfield House	Building	1425	US	1.2250547868813417	2.570639641725327
Oracle Arena	Building	72	US	-1.0660123793767549	1.0665126485217264
The Village	Building	107	US	-0.9554771064674203	0.5809878295805176
Eastern Columbia Building	Building	73	US	-0.911329259954326	1.032974535491333
University Interscholastic League	Building	104	US	-0.563479176697214	0.8275477672437535
Richmond Theatre	Building	68	US	-0.8175138834072294	0.41162146825071955
Trinity House	Building	127	US	-0.7709823023204333	0.5122998190268547
Polish National Catholic Church	Church	81	US	-0.7982689010309256	0.43021543916567434
Saratoga Performing Arts Center	Building	71	US	-0.8035591487361604	0.4005836652183568
Newseum	Building	193	US	-0.5241364864153838	0.6540851497190422
National Baseball Hall of Fame and Museum	Museum	430	US	-0.2851893056726134	0.9815027237010079
Blue House	Building	252	US	-0.5364510385081533	0.6879379631746627
Carrier Dome	Building	223	US	-0.6048685837363008	0.6705002294401564
Times Union Center	Building	116	US	-0.7253427867441631	0.47254243948123836
New York State Capitol	Building	126	US	-0.7110978998966229	0.48828451050085486
Sundance Square	Building	60	US	-0.7020030137580701	0.7417956827510213
Covenant House	Building	67	US	-0.5380466228394326	0.6696451567464732
Zion Christian Church	Church	237	US	-0.535060167332183	0.7555628228360135
Clinton Arena	Building	52	US	-0.844914624445463	0.3914850505587245
Pepsi Center	Building	336	US	-0.5956398032699386	1.2450726588507817
Houghton Hall	Building	103	US	-0.7876579968688985	0.526817076030301
Stockton Arena	Building	55	US	-1.088928241835846	1.0268422335769576
Museum of Discovery and Science	Museum	68	US	-0.3257595086082434	0.5577170578584753
Edison and Ford Winter Estates	Building	143	US	-0.24956551542104072	0.6961839014638157
Union Correctional Institution	Building	65	US	-0.4739691576427156	0.5618554396044176
Sierra Towers	Building	71	US	-0.9032094519864219	1.0204661343829817
York Hall	Building	50	US	-0.8981927000537521	0.9887554856383908
Planned Parenthood	Building	66	US	-0.7075612694785408	0.45456428185322106
Alfred Street Baptist Church	Church	56	US	-0.7188642784331516	0.43947957293943435
Freedom Hall	Building	74	US	-0.7514731914644706	0.585467282065816
Soka Gakkai International	Church	210	US	-0.39322512261238296	1.0080297301221444
Treasure Island Hotel and Casino	Building	185	US	-0.7886887706221276	1.1587203943405617
Brooklyn Tabernacle	Church	121	US	-0.6579331606038961	0.4924906248594483
City Harvest Church	Church	92	US	-1.2938136786461638	1.0677431356929596
Arlene Schnitzer Concert Hall	Building	53	US	-1.3447853797261002	1.0071948360081489
Kemper Arena	Building	145	US	-0.7568332747659476	0.8102185756777848
International House of Prayer	Church	292	US	-0.5392825563393967	1.041402121483457
Guthrie Theater	Building	71	US	-1.0386229784974803	0.6493864894788213
Xcel Energy Center	Building	259	US	-0.7654381254729804	0.9426125394606684
Unitarian Universalist Association	Church	103	US	-0.9922788619876707	0.6996099539155158
